tail_to_length_ratio,body_to_length_ratio,wick_to_length_ratio,trade_decision
0.423,0.387,0.19,Buy
0.771,0.042,0.186,Buy
0.616,0.223,0.161,Buy
0.371,0.487,0.141,Buy
0.552,0.304,0.143,Buy
0.626,0.201,0.173,Buy
0.73,0.17,0.1,Buy
0.613,0.335,0.052,Buy
0.583,0.309,0.108,Buy
0.657,0.109,0.234,Buy
0.606,0.254,0.139,Buy
0.637,0.159,0.204,Buy
0.423,0.372,0.205,Buy
0.486,0.303,0.211,Buy
0.837,0.05,0.113,Buy
0.77,0.111,0.119,Buy
0.629,0.113,0.258,Buy
0.479,0.373,0.149,Buy
0.832,0.038,0.13,Buy
0.601,0.187,0.213,Buy
0.787,0.055,0.158,Buy
0.435,0.303,0.262,Buy
0.627,0.207,0.165,Buy
0.597,0.326,0.077,Buy
0.538,0.291,0.172,Buy
0.484,0.279,0.237,Buy
0.774,0.106,0.119,Buy
0.541,0.281,0.177,Buy
0.739,0.115,0.146,Buy
0.852,0.042,0.106,Buy
0.632,0.213,0.155,Buy
0.625,0.202,0.172,Buy
0.689,0.243,0.069,Buy
0.632,0.147,0.221,Buy
0.731,0.125,0.144,Buy
0.547,0.24,0.214,Buy
0.54,0.395,0.065,Buy
0.881,0.004,0.115,Buy
0.632,0.233,0.135,Buy
0.75,0.069,0.181,Buy
0.585,0.217,0.199,Buy
0.698,0.097,0.206,Buy
0.594,0.237,0.17,Buy
0.602,0.131,0.267,Buy
0.768,0.036,0.196,Buy
0.552,0.328,0.119,Buy
0.661,0.215,0.124,Buy
0.63,0.221,0.149,Buy
0.367,0.342,0.291,Buy
0.602,0.169,0.228,Buy
0.562,0.189,0.249,Buy
0.6,0.133,0.267,Buy
0.379,0.414,0.207,Buy
0.505,0.376,0.119,Buy
0.423,0.156,0.422,Buy
0.363,0.374,0.263,Buy
0.798,0.054,0.149,Buy
0.577,0.244,0.179,Buy
0.389,0.35,0.261,Buy
0.804,0.097,0.099,Buy
0.601,0.217,0.181,Buy
0.54,0.321,0.139,Buy
0.753,0.097,0.15,Buy
0.535,0.322,0.143,Buy
0.778,0.145,0.077,Buy
0.738,0.017,0.245,Buy
0.755,0.017,0.228,Buy
0.875,0.004,0.121,Buy
0.606,0.315,0.08,Buy
0.603,0.179,0.218,Buy
0.668,0.205,0.127,Buy
0.673,0.22,0.107,Buy
0.652,0.28,0.067,Buy
0.742,0.027,0.231,Buy
0.625,0.141,0.234,Buy
0.683,0.083,0.234,Buy
0.717,0.059,0.225,Buy
0.649,0.02,0.331,Buy
0.844,0.061,0.095,Buy
0.668,0.134,0.198,Buy
0.666,0.126,0.208,Buy
0.611,0.303,0.086,Buy
0.681,0.292,0.027,Buy
0.604,0.189,0.208,Buy
0.814,0.12,0.067,Buy
0.705,0.057,0.238,Buy
0.743,0.054,0.203,Buy
0.659,0.134,0.208,Buy
0.724,0.227,0.049,Buy
0.867,0.032,0.101,Buy
0.598,0.172,0.23,Buy
0.558,0.334,0.108,Buy
0.736,0.206,0.058,Buy
0.585,0.271,0.144,Buy
0.547,0.109,0.344,Buy
0.597,0.231,0.172,Buy
0.62,0.232,0.148,Buy
0.573,0.336,0.09,Buy
0.613,0.076,0.311,Buy
0.578,0.301,0.121,Buy
0.636,0.09,0.274,Buy
0.505,0.168,0.327,Buy
0.686,0.16,0.154,Buy
0.507,0.155,0.337,Buy
0.724,0.191,0.086,Buy
0.587,0.202,0.211,Buy
0.61,0.289,0.102,Buy
0.654,0.182,0.163,Buy
0.772,0.046,0.182,Buy
0.68,0.122,0.198,Buy
0.525,0.314,0.161,Buy
0.645,0.113,0.242,Buy
0.821,0.069,0.11,Buy
0.424,0.434,0.142,Buy
0.635,0.164,0.201,Buy
0.57,0.335,0.095,Buy
0.61,0.239,0.151,Buy
0.773,0.021,0.206,Buy
0.771,0.043,0.186,Buy
0.601,0.304,0.095,Buy
0.805,0.037,0.159,Buy
0.508,0.292,0.199,Buy
0.669,0.246,0.085,Buy
0.716,0.084,0.2,Buy
0.546,0.322,0.132,Buy
0.638,0.16,0.203,Buy
0.723,0.153,0.124,Buy
0.774,0.047,0.179,Buy
0.573,0.32,0.107,Buy
0.552,0.247,0.201,Buy
0.586,0.309,0.105,Buy
0.665,0.222,0.113,Buy
0.52,0.214,0.266,Buy
0.55,0.367,0.083,Buy
0.41,0.356,0.234,Buy
0.682,0.224,0.094,Buy
0.555,0.267,0.178,Buy
0.498,0.195,0.307,Buy
0.569,0.287,0.145,Buy
0.524,0.255,0.222,Buy
0.5,0.242,0.258,Buy
0.61,0.308,0.082,Buy
0.594,0.228,0.178,Buy
0.658,0.248,0.095,Buy
0.736,0.118,0.146,Buy
0.569,0.164,0.267,Buy
0.664,0.224,0.113,Buy
0.6,0.355,0.045,Buy
0.733,0.189,0.079,Buy
0.626,0.318,0.056,Buy
0.611,0.175,0.215,Buy
0.388,0.42,0.192,Buy
0.633,0.189,0.177,Buy
0.649,0.239,0.112,Buy
0.618,0.033,0.35,Buy
0.605,0.186,0.209,Buy
0.652,0.162,0.186,Buy
0.823,0.098,0.079,Buy
0.615,0.261,0.124,Buy
0.703,0.248,0.048,Buy
0.763,0.052,0.185,Buy
0.476,0.195,0.328,Buy
0.517,0.411,0.071,Buy
0.798,0.127,0.075,Buy
0.629,0.223,0.149,Buy
0.54,0.171,0.288,Buy
0.37,0.29,0.34,Buy
0.475,0.187,0.338,Buy
0.512,0.372,0.116,Buy
0.413,0.461,0.126,Buy
0.7,0.077,0.223,Buy
0.749,0.085,0.166,Buy
0.37,0.375,0.255,Buy
0.518,0.382,0.099,Buy
0.65,0.239,0.111,Buy
0.644,0.111,0.245,Buy
0.59,0.208,0.202,Buy
0.835,0.013,0.153,Buy
0.722,0.129,0.149,Buy
0.549,0.224,0.227,Buy
0.469,0.314,0.217,Buy
0.514,0.367,0.119,Buy
0.548,0.328,0.125,Buy
0.532,0.218,0.25,Buy
0.486,0.286,0.228,Buy
0.812,0.05,0.138,Buy
0.648,0.1,0.252,Buy
0.722,0.087,0.191,Buy
0.688,0.181,0.13,Buy
0.321,0.414,0.265,Buy
0.678,0.217,0.104,Buy
0.591,0.326,0.083,Buy
0.693,0.244,0.063,Buy
0.684,0.099,0.216,Buy
0.54,0.224,0.236,Buy
0.756,0.2,0.044,Buy
0.559,0.209,0.233,Buy
0.678,0.197,0.125,Buy
0.446,0.269,0.285,Buy
0.492,0.369,0.138,Buy
0.706,0.086,0.208,Buy
0.627,0.208,0.166,Buy
0.759,0.219,0.022,Buy
0.587,0.316,0.097,Buy
0.709,0.152,0.139,Buy
0.66,0.264,0.076,Buy
0.623,0.309,0.069,Buy
0.811,0.105,0.084,Buy
0.546,0.339,0.115,Buy
0.817,0.038,0.145,Buy
0.532,0.243,0.225,Buy
0.633,0.154,0.213,Buy
0.396,0.437,0.167,Buy
0.708,0.022,0.27,Buy
0.555,0.264,0.181,Buy
0.51,0.305,0.185,Buy
0.661,0.164,0.175,Buy
0.56,0.321,0.12,Buy
0.493,0.356,0.151,Buy
0.847,0.072,0.08,Buy
0.754,0.09,0.155,Buy
0.752,0.111,0.137,Buy
0.472,0.333,0.194,Buy
0.353,0.48,0.167,Buy
0.804,0.127,0.069,Buy
0.585,0.26,0.155,Buy
0.634,0.327,0.039,Buy
0.652,0.196,0.152,Buy
0.564,0.308,0.129,Buy
0.706,0.164,0.13,Buy
0.642,0.173,0.185,Buy
0.558,0.248,0.194,Buy
0.678,0.198,0.125,Buy
0.614,0.274,0.112,Buy
0.544,0.283,0.173,Buy
0.469,0.34,0.192,Buy
0.51,0.362,0.128,Buy
0.811,0.046,0.143,Buy
0.627,0.198,0.175,Buy
0.578,0.326,0.096,Buy
0.353,0.442,0.205,Buy
0.607,0.068,0.326,Buy
0.468,0.21,0.322,Buy
0.638,0.241,0.122,Buy
0.262,0.476,0.262,Buy
0.676,0.066,0.258,Buy
0.604,0.284,0.112,Buy
0.586,0.245,0.169,Buy
0.38,0.39,0.23,Buy
0.414,0.294,0.292,Buy
0.73,0.032,0.238,Buy
0.704,0.186,0.11,Buy
0.648,0.25,0.101,Buy
0.294,0.458,0.248,Buy
0.421,0.367,0.211,Buy
0.653,0.208,0.139,Buy
0.437,0.318,0.245,Buy
0.503,0.228,0.269,Buy
0.711,0.128,0.161,Buy
0.696,0.025,0.279,Buy
0.548,0.342,0.11,Buy
0.692,0.149,0.16,Buy
0.697,0.091,0.212,Buy
0.821,0.115,0.064,Buy
0.585,0.265,0.149,Buy
0.53,0.204,0.266,Buy
0.489,0.343,0.167,Buy
0.696,0.18,0.124,Buy
0.595,0.264,0.142,Buy
0.711,0.101,0.188,Buy
0.776,0.107,0.117,Buy
0.403,0.303,0.294,Buy
0.733,0.181,0.086,Buy
0.446,0.444,0.111,Buy
0.495,0.338,0.167,Buy
0.522,0.299,0.179,Buy
0.641,0.058,0.302,Buy
0.676,0.244,0.079,Buy
